busstop_id,lat,lng
990,-3.723113,-38.53983
991,-3.724667,-38.541727
992,-3.726425,-38.538719
993,-3.72181,-38.533677
994,-3.719192,-38.531926
999,-3.720974,-38.528656
1000,-3.722118,-38.528978
1001,-3.72315,-38.526
1009,-3.725943,-38.532789
1010,-3.726126,-38.534241
1013,-3.723679,-38.533512
1014,-3.723913,-38.534046
1015,-3.724507,-38.535456
1016,-3.726849,-38.530676
1025,-3.723384,-38.529075
1026,-3.72569,-38.531854
1027,-3.725004,-38.53076
1029,-3.723301,-38.53198
1030,-3.724051,-38.527068
1032,-3.724476,-38.525718
1033,-3.727112,-38.525953
1036,-3.768892,-38.439187
1038,-3.781867,-38.622144
1043,-3.776964,-38.620267
1044,-3.77684,-38.620464
1045,-3.776418,-38.621067
1046,-3.776766,-38.621359
1047,-3.775575,-38.620723
1048,-3.773607,-38.619621
1049,-3.776756,-38.618091
1050,-3.776618,-38.618171
1052,-3.776563,-38.616175
1053,-3.77639,-38.616035
1054,-3.776316,-38.616469
1055,-3.774302,-38.615762
1056,-3.774127,-38.615896
1057,-3.77625,-38.614621
1058,-3.776364,-38.614409
1060,-3.776045,-38.61277
1061,-3.776051,-38.611442
1062,-3.77589,-38.611401
1063,-3.77773,-38.612026
1069,-3.845537,-38.52894
1070,-3.845335,-38.528963
1071,-3.848484,-38.526415
1077,-3.788832,-38.472508
1079,-3.789291,-38.48064
1080,-3.7876,-38.480578
1082,-3.785912,-38.481038
1083,-3.782616,-38.481187
1084,-3.782526,-38.480963
1085,-3.798706,-38.616684
1086,-3.798852,-38.616665
1087,-3.798524,-38.617343
1089,-3.798603,-38.6142
1090,-3.798411,-38.614164
1091,-3.798063,-38.612028
1092,-3.798236,-38.612182
1093,-3.795687,-38.611518
1094,-3.794806,-38.614244
1095,-3.791255,-38.614439
1096,-3.791017,-38.614286
1097,-3.793484,-38.61515
1098,-3.794811,-38.6155
1099,-3.799133,-38.619224
1100,-3.791058,-38.480266
1101,-3.795359,-38.479857
1103,-3.793205,-38.477577
1104,-3.793304,-38.475983
1105,-3.795435,-38.477575
1106,-3.791372,-38.473893
1107,-3.791454,-38.470963
1108,-3.797589,-38.471959
1109,-3.797723,-38.473564
1110,-3.797939,-38.475838
1111,-3.798138,-38.478233
1112,-3.799233,-38.479529
1113,-3.796709,-38.479999
1114,-3.795574,-38.479101
1115,-3.795718,-38.478686
1116,-3.827668,-38.551576
1117,-3.830057,-38.5523
1118,-3.830074,-38.552164
1119,-3.828076,-38.556705
1120,-3.8305,-38.554654
1121,-3.831895,-38.556004
1122,-3.832222,-38.555953
1123,-3.83334,-38.556288
1124,-3.833805,-38.556571
1125,-3.834807,-38.55674
1127,-3.831008,-38.492049
1128,-3.831353,-38.489542
1129,-3.83129,-38.48756
1130,-3.829349,-38.48681
1132,-3.828335,-38.485826
1133,-3.82824,-38.484995
1134,-3.828968,-38.484979
1135,-3.827688,-38.482993
1136,-3.828388,-38.482128
1140,-3.833562,-38.484194
1142,-3.833245,-38.486967
1143,-3.833394,-38.485972
1144,-3.833327,-38.485881
1145,-3.834777,-38.488082
1146,-3.836277,-38.485158
1147,-3.833445,-38.490769
1150,-3.832993,-38.492446
1151,-3.829115,-38.480677
1152,-3.828331,-38.47938
1153,-3.82922,-38.474936
1154,-3.831474,-38.475423
1155,-3.83163,-38.475377
1157,-3.834653,-38.477877
1158,-3.834651,-38.47798
1159,-3.835543,-38.47794
1160,-3.835841,-38.478244
1161,-3.834786,-38.477494
1162,-3.833543,-38.477072
1163,-3.833391,-38.47649
1164,-3.83332,-38.476341
1165,-3.836646,-38.561359
1166,-3.837124,-38.560979
1167,-3.83773,-38.561755
1168,-3.838827,-38.561805
1169,-3.836289,-38.559161
1170,-3.83751,-38.559393
1171,-3.83746,-38.558568
1173,-3.838266,-38.55975
1175,-3.836339,-38.557362
1176,-3.838114,-38.557729
1177,-3.839729,-38.558371
1178,-3.840529,-38.558614
1179,-3.841019,-38.559707
1180,-3.843297,-38.563935
1181,-3.843148,-38.56392
1182,-3.841206,-38.562506
1183,-3.843444,-38.565385
1184,-3.837091,-38.554433
1185,-3.838839,-38.555429
1186,-3.838282,-38.557197
1189,-3.832353,-38.499845
1190,-3.832471,-38.499991
1191,-3.834966,-38.500635
1193,-3.83537,-38.499001
1194,-3.835264,-38.499143
1195,-3.834844,-38.498622
1196,-3.834769,-38.4979
1197,-3.834804,-38.496316
1198,-3.832489,-38.497202
1199,-3.832176,-38.497197
1200,-3.833167,-38.499111
1201,-3.828811,-38.493674
